lastname,firstname,team,points,games,liga_id,league_name,season,bezirk
30.,Boger,Ilja,BBC Coburg 2,6,934,Kreisliga,2006,Oberfranken
31.,Madiedo,Sergio,BG Regnitztal 2,6,934,Kreisliga,2006,Oberfranken
32.,Müller,Thomas,BBC Coburg 2,6,934,Kreisliga,2006,Oberfranken
33.,Kern,Dr. Günter,FC Franken Bräu Baunach 3,5,934,Kreisliga,2006,Oberfranken
34.,Pehle,Wolfgang,FC Franken Bräu Baunach 3,5,934,Kreisliga,2006,Oberfranken
35.,Häßner,Udo,FC Franken Bräu Baunach 3,4,934,Kreisliga,2006,Oberfranken
36.,Heidinger,Christian,SV Gundelsheim,4,934,Kreisliga,2006,Oberfranken
37.,Herzog,Dominik,BG Regnitztal 2,4,934,Kreisliga,2006,Oberfranken
38.,Röhner,Stephan,FC Franken Bräu Baunach 3,4,934,Kreisliga,2006,Oberfranken
39.,Avcilar,Murat,BBC Coburg 2,3,934,Kreisliga,2006,Oberfranken
40.,Brändlein,Peter,FC Franken Bräu Baunach 3,2,934,Kreisliga,2006,Oberfranken
41.,Pehle,Detlev,FC Franken Bräu Baunach 3,2,934,Kreisliga,2006,Oberfranken
42.,Firlus,Konstantin,BG Regnitztal 2,2,934,Kreisliga,2006,Oberfranken
43.,Gorkurov,Stanislaw,BG Regnitztal 2,2,934,Kreisliga,2006,Oberfranken
44.,Vitollo,Vincent,BBC Coburg 2,2,934,Kreisliga,2006,Oberfranken
Statistikdaten (Saison: 2006/2007) - Kreisliga - Aufstiegsspiele (Senioren Oberfranken)Team StatistikenBeste Werfer/innenTop 10Top 25AlleBeste Freiwerfer/innenTop 10mind. 10 TrefferTop 25mind. 5 TrefferAlleBeste 3er-Werfer/innenTop 10Top 25Alle,Statistikdaten (Saison: 2006/2007) - Kreisliga - Aufstiegsspiele (Senioren Oberfranken),Statistikdaten (Saison: 2006/2007) - Kreisliga - Aufstiegsspiele (Senioren Oberfranken),Team Statistiken,Beste Werfer/innen,934,Kreisliga,2006,Oberfranken
Beste Werfer/innen,Top 10,Top 25,Alle,,934,Kreisliga,2006,Oberfranken
Beste Freiwerfer/innen,Top 10mind. 10 Treffer,Top 25mind. 5 Treffer,Alle,,934,Kreisliga,2006,Oberfranken
Beste 3er-Werfer/innen,Top 10,Top 25,Alle,,934,Kreisliga,2006,Oberfranken
1.,Seidenschnur,Ingmar,BBC Coburg 2,256,251,Kreisliga,2006,Oberfranken
2.,Erber,Sven-Uwe,SV Zapfendorf,247,251,Kreisliga,2006,Oberfranken
3.,Krüger,Bartje,ATS Kulmbach 2,209,251,Kreisliga,2006,Oberfranken
4.,Engelbrecht,Jörg,SV Weidenberg,203,251,Kreisliga,2006,Oberfranken
5.,Fazlija,Lulzim,SV Gundelsheim,194,251,Kreisliga,2006,Oberfranken
6.,Schelhorn,Jonas,BBC Coburg 2,187,251,Kreisliga,2006,Oberfranken
7.,Denzler,Christoph,TV Weismain,172,251,Kreisliga,2006,Oberfranken
8.,Ruhl,Simon,BG Litzendorf 2,171,251,Kreisliga,2006,Oberfranken
9.,Schülner,Dirk,SV Gundelsheim,171,251,Kreisliga,2006,Oberfranken
10.,Scharr,Sven,TV Weismain,170,251,Kreisliga,2006,Oberfranken
11.,Friedrich,Dominik,BSC Saas Bayreuth 2,170,251,Kreisliga,2006,Oberfranken
12.,Däbritz,Frank,SV Zapfendorf,169,251,Kreisliga,2006,Oberfranken
13.,Schlaug,Philipp,BG Litzendorf 2,167,251,Kreisliga,2006,Oberfranken
14.,Lang,Markus,SV Weidenberg,142,251,Kreisliga,2006,Oberfranken
15.,Bröckel,Johannes,BSC Saas Bayreuth 2,142,251,Kreisliga,2006,Oberfranken
16.,Schneyer,Thomas,BBC Coburg 2,139,251,Kreisliga,2006,Oberfranken
17.,Brütting,Thomas,SV Gundelsheim,139,251,Kreisliga,2006,Oberfranken
18.,Leisgang,Jürgen,SV Zapfendorf,138,251,Kreisliga,2006,Oberfranken
19.,Ammon,Sven,BSC Saas Bayreuth 2,132,251,Kreisliga,2006,Oberfranken
20.,Ruckdeschel,Ralf,SV Gundelsheim,126,251,Kreisliga,2006,Oberfranken
21.,Börschel,Steffen,BG Litzendorf 2,126,251,Kreisliga,2006,Oberfranken
22.,Schofer,Jakob,TV Weismain,122,251,Kreisliga,2006,Oberfranken
23.,Zeiß,Johannes,BG Litzendorf 2,122,251,Kreisliga,2006,Oberfranken
24.,Zeiß,Andreas,BG Litzendorf 2,118,251,Kreisliga,2006,Oberfranken
25.,Thoma,Michael,SV Gundelsheim,115,251,Kreisliga,2006,Oberfranken
26.,Sembill,Jochen,SV Gundelsheim,110,251,Kreisliga,2006,Oberfranken
27.,Richters,Kevin,BSC Saas Bayreuth 2,110,251,Kreisliga,2006,Oberfranken
28.,Hoffmann,Tobias,ATS Kulmbach 2,108,251,Kreisliga,2006,Oberfranken
29.,Pöhner,Ralf,SV Weidenberg,108,251,Kreisliga,2006,Oberfranken
30.,Mallanik,Marcus,ATS Kulmbach 2,106,251,Kreisliga,2006,Oberfranken
31.,Müller,Thomas,BBC Coburg 2,106,251,Kreisliga,2006,Oberfranken
32.,Fink,Andreas,BBC Coburg 2,103,251,Kreisliga,2006,Oberfranken
33.,Müller,Michael,SV Zapfendorf,97,251,Kreisliga,2006,Oberfranken
34.,Pache,Jürgen,SV Weidenberg,97,251,Kreisliga,2006,Oberfranken
35.,Ulbrich,Thorsten,BSC Saas Bayreuth 2,95,251,Kreisliga,2006,Oberfranken
36.,Herzing,Kilian,BG Litzendorf 2,88,251,Kreisliga,2006,Oberfranken
37.,Friedl,Manuel,SV Zapfendorf,86,251,Kreisliga,2006,Oberfranken
38.,Stadelmann,Daniel,TV Weismain,83,251,Kreisliga,2006,Oberfranken
39.,Engelbrecht,Tobias,SV Weidenberg,81,251,Kreisliga,2006,Oberfranken
40.,Ruhl,Lukas,BG Litzendorf 2,80,251,Kreisliga,2006,Oberfranken
41.,Krusch,Patrick,BG Litzendorf 2,77,251,Kreisliga,2006,Oberfranken
42.,Böhner,Uwe,BSC Saas Bayreuth 2,75,251,Kreisliga,2006,Oberfranken
43.,Gebhardt,Jonathan,SV Gundelsheim,73,251,Kreisliga,2006,Oberfranken
44.,Kurzidim,Stefan,SV Zapfendorf,69,251,Kreisliga,2006,Oberfranken
45.,Schmidt,Rene,ATS Kulmbach 2,68,251,Kreisliga,2006,Oberfranken
46.,Froschauer,Marcus,BSC Saas Bayreuth 2,68,251,Kreisliga,2006,Oberfranken
47.,Dietz,Florian,TV Weismain,64,251,Kreisliga,2006,Oberfranken
48.,Wiesner,Patrick,ATS Kulmbach 2,63,251,Kreisliga,2006,Oberfranken
49.,Avcilar,Murat,BBC Coburg 2,61,251,Kreisliga,2006,Oberfranken
50.,Roth,Michael,SV Weidenberg,59,251,Kreisliga,2006,Oberfranken
51.,Schmitt,Alexander,SV Gundelsheim,58,251,Kreisliga,2006,Oberfranken
52.,Lechner,Dieter,SV Zapfendorf,56,251,Kreisliga,2006,Oberfranken
53.,Pach,Heiner,ATS Kulmbach 2,56,251,Kreisliga,2006,Oberfranken
54.,Schubert,Sebastian,TV Weismain,53,251,Kreisliga,2006,Oberfranken
55.,Eckerlein,Jannick,BBC Coburg 2,51,251,Kreisliga,2006,Oberfranken
56.,Genser,Florian,SV Weidenberg,47,251,Kreisliga,2006,Oberfranken
57.,Pfalzgraf,Christian,TV Weismain,45,251,Kreisliga,2006,Oberfranken
58.,Sebald,Markus,BBC Coburg 2,45,251,Kreisliga,2006,Oberfranken
59.,Czekalla,Patrick,BSC Saas Bayreuth 2,44,251,Kreisliga,2006,Oberfranken
60.,Dietz,Christian,TV Weismain,40,251,Kreisliga,2006,Oberfranken
61.,Schäffer,Sascha,BBC Coburg 2,40,251,Kreisliga,2006,Oberfranken
62.,Bolinger,Vital,ATS Kulmbach 2,37,251,Kreisliga,2006,Oberfranken
63.,Gömer,Christian,ATS Kulmbach 2,37,251,Kreisliga,2006,Oberfranken
64.,Schröder,Klaus,ATS Kulmbach 2,36,251,Kreisliga,2006,Oberfranken
65.,Schuberth,Christian,ATS Kulmbach 2,35,251,Kreisliga,2006,Oberfranken
66.,Wiesner,Kai-Holger,ATS Kulmbach 2,35,251,Kreisliga,2006,Oberfranken
67.,Müller,Fridolin,SV Weidenberg,35,251,Kreisliga,2006,Oberfranken
68.,Herbst,Andreas,BG Litzendorf 2,34,251,Kreisliga,2006,Oberfranken
69.,Rehe,Daniel,TV Weismain,33,251,Kreisliga,2006,Oberfranken
70.,Burger,Lukas,ATS Kulmbach 2,32,251,Kreisliga,2006,Oberfranken
71.,Fazlija,Fetim,SV Gundelsheim,29,251,Kreisliga,2006,Oberfranken
72.,Zeder,Michael,BG Litzendorf 2,29,251,Kreisliga,2006,Oberfranken
73.,Rudolph,Steffen,SV Zapfendorf,28,251,Kreisliga,2006,Oberfranken
74.,Boger,Ilja,BBC Coburg 2,28,251,Kreisliga,2006,Oberfranken
75.,Hansl,Matthias,ATS Kulmbach 2,26,251,Kreisliga,2006,Oberfranken
76.,Schmidt,Fabian,BG Litzendorf 2,26,251,Kreisliga,2006,Oberfranken
77.,Vitollo,Vincent,BBC Coburg 2,24,251,Kreisliga,2006,Oberfranken
78.,Schenk,Carsten,BSC Saas Bayreuth 2,24,251,Kreisliga,2006,Oberfranken
79.,Stolte,Alexander,BSC Saas Bayreuth 2,24,251,Kreisliga,2006,Oberfranken
80.,Krüger,Jakob,ATS Kulmbach 2,22,251,Kreisliga,2006,Oberfranken
81.,Hofmann,Sebastian,BBC Coburg 2,21,251,Kreisliga,2006,Oberfranken
82.,Hansl,Bastian,ATS Kulmbach 2,20,251,Kreisliga,2006,Oberfranken
83.,Eberlein,Christian,TV Weismain,19,251,Kreisliga,2006,Oberfranken
84.,Küstner,Florian,SV Weidenberg,19,251,Kreisliga,2006,Oberfranken
85.,Heidinger,Christian,SV Gundelsheim,18,251,Kreisliga,2006,Oberfranken
86.,Zimmermann,Thomas,SV Zapfendorf,15,251,Kreisliga,2006,Oberfranken
87.,Holzschuh,Reiner,BG Litzendorf 2,15,251,Kreisliga,2006,Oberfranken
88.,Werner,Johannes,ATS Kulmbach 2,15,251,Kreisliga,2006,Oberfranken
89.,Marr,Reimund,ATS Kulmbach 2,14,251,Kreisliga,2006,Oberfranken
90.,Bauer,Rainer,BSC Saas Bayreuth 2,14,251,Kreisliga,2006,Oberfranken
91.,Glückert,Johannes,SV Zapfendorf,13,251,Kreisliga,2006,Oberfranken
92.,Kallies,Eric,SV Gundelsheim,13,251,Kreisliga,2006,Oberfranken
93.,Groß,Eugen,TV Weismain,13,251,Kreisliga,2006,Oberfranken
94.,Schulz,Friedrich,BBC Coburg 2,12,251,Kreisliga,2006,Oberfranken
95.,Utz,Sven,BSC Saas Bayreuth 2,12,251,Kreisliga,2006,Oberfranken
96.,Von Schkopp,Alexander,ATS Kulmbach 2,11,251,Kreisliga,2006,Oberfranken
97.,Bauer,Thomas,SV Zapfendorf,11,251,Kreisliga,2006,Oberfranken
98.,Diederich,Marco,ATS Kulmbach 2,6,251,Kreisliga,2006,Oberfranken
99.,Geiger,Christoph,BG Litzendorf 2,5,251,Kreisliga,2006,Oberfranken
100.,Hübner,Thomas,SV Weidenberg,5,251,Kreisliga,2006,Oberfranken
101.,Strecker,Martin,BG Litzendorf 2,4,251,Kreisliga,2006,Oberfranken
102.,Theurer,Sebastian,BG Litzendorf 2,4,251,Kreisliga,2006,Oberfranken
103.,Senger,Winfried,SV Zapfendorf,4,251,Kreisliga,2006,Oberfranken
104.,Lang,Hans-Christof,SV Weidenberg,3,251,Kreisliga,2006,Oberfranken
105.,Fischer,Matthias,TV Weismain,3,251,Kreisliga,2006,Oberfranken
106.,Jantsch,Siegfried,SV Weidenberg,2,251,Kreisliga,2006,Oberfranken
107.,Kohles,Michael,TV Weismain,2,251,Kreisliga,2006,Oberfranken
108.,Reinhold,Ingo,ATS Kulmbach 2,2,251,Kreisliga,2006,Oberfranken
109.,Wolfschmitt,Frank,SV Zapfendorf,2,251,Kreisliga,2006,Oberfranken
110.,Büttner,Dominik,TV Weismain,2,251,Kreisliga,2006,Oberfranken
111.,Bauer,Jürgen,SV Zapfendorf,2,251,Kreisliga,2006,Oberfranken
Statistikdaten (Saison: 2006/2007) - Kreisliga Herren (A) (Senioren Oberfranken)Team StatistikenBeste Werfer/innenTop 10Top 25AlleBeste Freiwerfer/innenTop 10mind. 10 TrefferTop 25mind. 5 TrefferAlleBeste 3er-Werfer/innenTop 10Top 25Alle,Statistikdaten (Saison: 2006/2007) - Kreisliga Herren (A) (Senioren Oberfranken),Statistikdaten (Saison: 2006/2007) - Kreisliga Herren (A) (Senioren Oberfranken),Team Statistiken,Beste Werfer/innen,251,Kreisliga,2006,Oberfranken
Beste Werfer/innen,Top 10,Top 25,Alle,,251,Kreisliga,2006,Oberfranken
Beste Freiwerfer/innen,Top 10mind. 10 Treffer,Top 25mind. 5 Treffer,Alle,,251,Kreisliga,2006,Oberfranken
Beste 3er-Werfer/innen,Top 10,Top 25,Alle,,251,Kreisliga,2006,Oberfranken
1.,Adler,Rudolf,BBC Bayreuth,176,263,Bezirksliga,2007,Oberfranken
2.,Kapp,Jürgen,BG Regnitztal,167,263,Bezirksliga,2007,Oberfranken
3.,Vogel,Michael,BBC Bayreuth,159,263,Bezirksliga,2007,Oberfranken
4.,Kerner,Martin,BBC Bayreuth,122,263,Bezirksliga,2007,Oberfranken
5.,Weinkauf,Helmut,TSV Ebermannstadt,113,263,Bezirksliga,2007,Oberfranken
6.,Neubauer,Stefan,TSV Breitengüßbach,109,263,Bezirksliga,2007,Oberfranken
7.,Griebel,Ernst,TSV Breitengüßbach,106,263,Bezirksliga,2007,Oberfranken
8.,Schober,Wolfgang,TS Lichtenfels,106,263,Bezirksliga,2007,Oberfranken
9.,Lohneis,Rüdiger,BG Regnitztal,93,263,Bezirksliga,2007,Oberfranken
10.,Schmidt,Joachim,BBC Bayreuth,89,263,Bezirksliga,2007,Oberfranken
11.,Walther,Michael,TS Lichtenfels,87,263,Bezirksliga,2007,Oberfranken
12.,Goppert,Wolfgang,TSV Breitengüßbach,83,263,Bezirksliga,2007,Oberfranken
13.,Middeldorf,Stefan,TS Lichtenfels,74,263,Bezirksliga,2007,Oberfranken
14.,Wander,Volkmar,BBC Bayreuth,71,263,Bezirksliga,2007,Oberfranken
15.,Dürrbeck,Wolfgang,TSV Ebermannstadt,71,263,Bezirksliga,2007,Oberfranken
16.,Uch,Hans-Jürgen,TSV Breitengüßbach,65,263,Bezirksliga,2007,Oberfranken
17.,Schabacker,Rainer,TSV Breitengüßbach,64,263,Bezirksliga,2007,Oberfranken
18.,Dusold,Edgar,TSV Breitengüßbach,62,263,Bezirksliga,2007,Oberfranken
19.,Gügel,Ralf,TSV Ebermannstadt,61,263,Bezirksliga,2007,Oberfranken
20.,Petrick,Robert,BG Regnitztal,60,263,Bezirksliga,2007,Oberfranken
21.,Hauser,Dieter,TSV Ebermannstadt,59,263,Bezirksliga,2007,Oberfranken
22.,Bleisteiner,Georg,BG Regnitztal,54,263,Bezirksliga,2007,Oberfranken
23.,Geheeb,Rainer,BG Regnitztal,52,263,Bezirksliga,2007,Oberfranken
24.,Korn,Wilfried,TSV Breitengüßbach,50,263,Bezirksliga,2007,Oberfranken
25.,Palitza,Peter,TS Lichtenfels,48,263,Bezirksliga,2007,Oberfranken
26.,Göhring,Eduard,BBC Bayreuth,47,263,Bezirksliga,2007,Oberfranken
27.,Koch,Hagen,TSV Breitengüßbach,45,263,Bezirksliga,2007,Oberfranken
28.,Krauß,Thomas,TSV Ebermannstadt,45,263,Bezirksliga,2007,Oberfranken
29.,Henzler,Jens,TSV Breitengüßbach,43,263,Bezirksliga,2007,Oberfranken
30.,Tadda,Walter,TSV Breitengüßbach,38,263,Bezirksliga,2007,Oberfranken
31.,Kurrek,Reinhard,BBC Bayreuth,36,263,Bezirksliga,2007,Oberfranken
32.,Schirner,Sebastian,TSV Ebermannstadt,34,263,Bezirksliga,2007,Oberfranken
33.,Steinhäuser,Rüdiger,BG Regnitztal,33,263,Bezirksliga,2007,Oberfranken
34.,Renner,Gerhard,BBC Bayreuth,30,263,Bezirksliga,2007,Oberfranken
35.,Schabacker,Ulf,TSV Breitengüßbach,30,263,Bezirksliga,2007,Oberfranken
36.,Pautz,Andreas,TSV Breitengüßbach,29,263,Bezirksliga,2007,Oberfranken
37.,Uch,Norbert,TSV Breitengüßbach,28,263,Bezirksliga,2007,Oberfranken
38.,Knoblach,Walter,TSV Ebermannstadt,27,263,Bezirksliga,2007,Oberfranken
39.,Fleischmann,Martin,TS Lichtenfels,26,263,Bezirksliga,2007,Oberfranken
40.,Baier,Helmut,BG Regnitztal,24,263,Bezirksliga,2007,Oberfranken
41.,Izejroski,Agim,TS Lichtenfels,24,263,Bezirksliga,2007,Oberfranken
42.,Dressel,Thomas,BBC Bayreuth,23,263,Bezirksliga,2007,Oberfranken
43.,Kämpf,Wolfram,BBC Bayreuth,21,263,Bezirksliga,2007,Oberfranken
44.,Erdle,Stefan,TS Lichtenfels,21,263,Bezirksliga,2007,Oberfranken
45.,Schneider,Richard,TSV Ebermannstadt,21,263,Bezirksliga,2007,Oberfranken
46.,Kramer,Konrad,BG Regnitztal,20,263,Bezirksliga,2007,Oberfranken
47.,Dorsch,Helmut,TSV Breitengüßbach,19,263,Bezirksliga,2007,Oberfranken
48.,Gutgesell,Günther,TS Lichtenfels,17,263,Bezirksliga,2007,Oberfranken
49.,Neutzner,Georg,TSV Ebermannstadt,17,263,Bezirksliga,2007,Oberfranken
50.,Wagner,Hans-Günther,TSV Breitengüßbach,16,263,Bezirksliga,2007,Oberfranken
51.,Keppner,Volker,TSV Breitengüßbach,16,263,Bezirksliga,2007,Oberfranken
52.,Römer,Michael,BG Regnitztal,10,263,Bezirksliga,2007,Oberfranken
53.,Dorsch,Hubert,TSV Breitengüßbach,9,263,Bezirksliga,2007,Oberfranken
54.,Eckert,Reinhold,TSV Breitengüßbach,9,263,Bezirksliga,2007,Oberfranken
55.,Nicoletti,Fred,TSV Ebermannstadt,8,263,Bezirksliga,2007,Oberfranken
56.,Kuhn,Albert,TS Lichtenfels,6,263,Bezirksliga,2007,Oberfranken
57.,Brandl,Bernhard,TS Lichtenfels,4,263,Bezirksliga,2007,Oberfranken
58.,Grube,Achim,BG Regnitztal,4,263,Bezirksliga,2007,Oberfranken
59.,Gärtner,Dr. Jürgen,TS Lichtenfels,4,263,Bezirksliga,2007,Oberfranken
60.,Sauer,Winfried,BG Regnitztal,4,263,Bezirksliga,2007,Oberfranken
61.,Grethe,Axel,BBC Bayreuth,3,263,Bezirksliga,2007,Oberfranken
62.,Knörl,Hermann,BG Regnitztal,3,263,Bezirksliga,2007,Oberfranken
63.,Puritscher,Alexander,TSV Ebermannstadt,2,263,Bezirksliga,2007,Oberfranken
64.,Hübschmann,Klemens,TSV Ebermannstadt,2,263,Bezirksliga,2007,Oberfranken
65.,Junge,Michael,BG Regnitztal,1,263,Bezirksliga,2007,Oberfranken
Statistikdaten (Saison: 2007/2008) - Senioren III (Ü40 Oberfranken)Team StatistikenBeste Werfer/innenTop 10Top 25AlleBeste Freiwerfer/innenTop 10mind. 10 TrefferTop 25mind. 5 TrefferAlleBeste 3er-Werfer/innenTop 10Top 25Alle,Statistikdaten (Saison: 2007/2008) - Senioren III (Ü40 Oberfranken),Statistikdaten (Saison: 2007/2008) - Senioren III (Ü40 Oberfranken),Team Statistiken,Beste Werfer/innen,263,Bezirksliga,2007,Oberfranken
Beste Werfer/innen,Top 10,Top 25,Alle,,263,Bezirksliga,2007,Oberfranken
Beste Freiwerfer/innen,Top 10mind. 10 Treffer,Top 25mind. 5 Treffer,Alle,,263,Bezirksliga,2007,Oberfranken
Beste 3er-Werfer/innen,Top 10,Top 25,Alle,,263,Bezirksliga,2007,Oberfranken
1.,Thurn,Michael,FC Franken Bräu Baunach,49,261,Bezirksliga,2007,Oberfranken
2.,Duckarm,Uwe,FC Franken Bräu Baunach,38,261,Bezirksliga,2007,Oberfranken
3.,Kerner,Martin,BBC Bayreuth,38,261,Bezirksliga,2007,Oberfranken
4.,Vogel,Michael,BBC Bayreuth,28,261,Bezirksliga,2007,Oberfranken
5.,Kern,Dr. Günter,FC Franken Bräu Baunach,24,261,Bezirksliga,2007,Oberfranken
6.,Gradl,Christoph,FC Franken Bräu Baunach,22,261,Bezirksliga,2007,Oberfranken
7.,Adler,Rudolf,BBC Bayreuth,18,261,Bezirksliga,2007,Oberfranken
8.,Lang,Stephan,FC Franken Bräu Baunach,15,261,Bezirksliga,2007,Oberfranken
9.,Reinfelder,Christian,FC Franken Bräu Baunach,12,261,Bezirksliga,2007,Oberfranken
10.,Schröder,Michael,BBC Bayreuth,12,261,Bezirksliga,2007,Oberfranken
11.,Wander,Volkmar,BBC Bayreuth,10,261,Bezirksliga,2007,Oberfranken
12.,Fuchs,Jürgen,FC Franken Bräu Baunach,9,261,Bezirksliga,2007,Oberfranken
13.,Dressel,Thomas,BBC Bayreuth,8,261,Bezirksliga,2007,Oberfranken
14.,Kühhorn,Ingmar,FC Franken Bräu Baunach,8,261,Bezirksliga,2007,Oberfranken
15.,Roppelt,Matthias,FC Franken Bräu Baunach,8,261,Bezirksliga,2007,Oberfranken
16.,Vogel,Dirk,BBC Bayreuth,7,261,Bezirksliga,2007,Oberfranken
17.,Göhring,Eduard,BBC Bayreuth,5,261,Bezirksliga,2007,Oberfranken
18.,Schmidt,Joachim,BBC Bayreuth,5,261,Bezirksliga,2007,Oberfranken
Statistikdaten (Saison: 2007/2008) - Senioren II (Ü35 Oberfranken)Team StatistikenBeste Werfer/innenTop 10Top 25AlleBeste Freiwerfer/innenTop 10mind. 10 TrefferTop 25mind. 5 TrefferAlleBeste 3er-Werfer/innenTop 10Top 25Alle,Statistikdaten (Saison: 2007/2008) - Senioren II (Ü35 Oberfranken),Statistikdaten (Saison: 2007/2008) - Senioren II (Ü35 Oberfranken),Team Statistiken,Beste Werfer/innen,261,Bezirksliga,2007,Oberfranken
Beste Werfer/innen,Top 10,Top 25,Alle,,261,Bezirksliga,2007,Oberfranken
Beste Freiwerfer/innen,Top 10mind. 10 Treffer,Top 25mind. 5 Treffer,Alle,,261,Bezirksliga,2007,Oberfranken
Beste 3er-Werfer/innen,Top 10,Top 25,Alle,,261,Bezirksliga,2007,Oberfranken
Statistikdaten (Saison: 2007/2008) - Seniorinnen II (Ü35 Oberfranken)Team StatistikenBeste Werfer/innenTop 10Top 25AlleBeste Freiwerfer/innenTop 10mind. 10 TrefferTop 25mind. 5 TrefferAlleBeste 3er-Werfer/innenTop 10Top 25Alle,Statistikdaten (Saison: 2007/2008) - Seniorinnen II (Ü35 Oberfranken),Statistikdaten (Saison: 2007/2008) - Seniorinnen II (Ü35 Oberfranken),Team Statistiken,Beste Werfer/innen,262,Bezirksliga,2007,Oberfranken
Beste Werfer/innen,Top 10,Top 25,Alle,,262,Bezirksliga,2007,Oberfranken
Beste Freiwerfer/innen,Top 10mind. 10 Treffer,Top 25mind. 5 Treffer,Alle,,262,Bezirksliga,2007,Oberfranken
Beste 3er-Werfer/innen,Top 10,Top 25,Alle,,262,Bezirksliga,2007,Oberfranken
1.,Lother,Christian,Post-SV Bamberg,457,1701,Bezirksliga,2007,Oberfranken
2.,Bechmann,Benedikt,TS Lichtenfels,387,1701,Bezirksliga,2007,Oberfranken
3.,Leicht,Sebastian,TS Lichtenfels,375,1701,Bezirksliga,2007,Oberfranken
4.,Jakob,Martin,TTL Basketball Bamberg 2,343,1701,Bezirksliga,2007,Oberfranken
5.,Neudecker,Christopher,DJK Don Bosco Bamberg,335,1701,Bezirksliga,2007,Oberfranken
6.,Ruckdäschel,Daniel,Post-SV Bamberg,325,1701,Bezirksliga,2007,Oberfranken
7.,Lange,Michael,SpVgg Stegaurach,323,1701,Bezirksliga,2007,Oberfranken
8.,Prell,Florian,TSV Bindlach,290,1701,Bezirksliga,2007,Oberfranken
9.,Griebel,Ernst,TSV Breitengüßbach 4,268,1701,Bezirksliga,2007,Oberfranken
10.,Wagner,Patrick,BG Regnitztal,262,1701,Bezirksliga,2007,Oberfranken
11.,Ludwig,Michael Heinrich,BG Regnitztal,256,1701,Bezirksliga,2007,Oberfranken
12.,Thurn,Michael,FC Franken Bräu Baunach 2,252,1701,Bezirksliga,2007,Oberfranken
13.,Steiner,Carlo,TSV Bindlach,244,1701,Bezirksliga,2007,Oberfranken
14.,Seidel,Frederic,TTL Basketball Bamberg 2,243,1701,Bezirksliga,2007,Oberfranken
15.,Imhof,Dominik,BBC Coburg,228,1701,Bezirksliga,2007,Oberfranken
16.,Dittrich,Christof,BBC Coburg,228,1701,Bezirksliga,2007,Oberfranken
17.,Kapp,Jürgen,BG Regnitztal,226,1701,Bezirksliga,2007,Oberfranken
18.,Richter,Heiko,TSV Bindlach,224,1701,Bezirksliga,2007,Oberfranken
19.,Kirsch,Christophe,TS Lichtenfels,221,1701,Bezirksliga,2007,Oberfranken
20.,Fleischer,Christoph,FC Franken Bräu Baunach 2,212,1701,Bezirksliga,2007,Oberfranken
21.,Schelhorn,Jonas,BBC Coburg,205,1701,Bezirksliga,2007,Oberfranken
22.,Fricke,Bernd,TTL Basketball Bamberg 2,196,1701,Bezirksliga,2007,Oberfranken
23.,Goppert,Wolfgang,TSV Breitengüßbach 4,192,1701,Bezirksliga,2007,Oberfranken
24.,Schüpferling,Benno,DJK Don Bosco Bamberg,186,1701,Bezirksliga,2007,Oberfranken
25.,Schmidt,Jörg,TS Lichtenfels,184,1701,Bezirksliga,2007,Oberfranken
26.,Lips,Jonas,DJK Don Bosco Bamberg,170,1701,Bezirksliga,2007,Oberfranken
27.,Aumüller,Dominik,FC Franken Bräu Baunach 2,166,1701,Bezirksliga,2007,Oberfranken
28.,Reichel,Moritz,DJK Don Bosco Bamberg,165,1701,Bezirksliga,2007,Oberfranken
29.,Hoh,Christoph,TTL Basketball Bamberg 2,163,1701,Bezirksliga,2007,Oberfranken
30.,Block,Stuart,SpVgg Stegaurach,162,1701,Bezirksliga,2007,Oberfranken
31.,Vonhausen,Lukas,FC Franken Bräu Baunach 2,156,1701,Bezirksliga,2007,Oberfranken
32.,Batz,Simon,SpVgg Stegaurach,155,1701,Bezirksliga,2007,Oberfranken
33.,Seidenschnur,Ingmar,BBC Coburg,154,1701,Bezirksliga,2007,Oberfranken
34.,Kowarschik,Jochen,Post-SV Bamberg,151,1701,Bezirksliga,2007,Oberfranken
35.,Vogel,Stefan,TTL Basketball Bamberg 2,148,1701,Bezirksliga,2007,Oberfranken
36.,Pedro,Christoph,DJK Don Bosco Bamberg,148,1701,Bezirksliga,2007,Oberfranken
37.,Korn,Wilfried,TSV Breitengüßbach 4,146,1701,Bezirksliga,2007,Oberfranken
38.,Schabacker,Rainer,TSV Breitengüßbach 4,144,1701,Bezirksliga,2007,Oberfranken
39.,Uch,Hans-Jürgen,TSV Breitengüßbach 4,142,1701,Bezirksliga,2007,Oberfranken
40.,Ritli,Norbert,DJK Don Bosco Bamberg,141,1701,Bezirksliga,2007,Oberfranken
41.,Banks,Larry,Post-SV Bamberg,139,1701,Bezirksliga,2007,Oberfranken
42.,Schmitt,Christian,SpVgg Stegaurach,133,1701,Bezirksliga,2007,Oberfranken
43.,Kulla,Johannes,Post-SV Bamberg,131,1701,Bezirksliga,2007,Oberfranken
44.,Stark,Achim,BBC Coburg,128,1701,Bezirksliga,2007,Oberfranken
45.,Kühnlein,Torsten Michael,BG Regnitztal,126,1701,Bezirksliga,2007,Oberfranken
46.,Hirmke,Moritz,FC Franken Bräu Baunach 2,120,1701,Bezirksliga,2007,Oberfranken
